cos_day,rh_7d,rh_3d,RH2M,rh_lag_2,rh_lag_7,high_humidity,WS10M,wind_3d,sin_day,rh_lag_3,rain_14d,T2M,temp_lag_7,rain_lag_3,PRECTOTCORR,rain_3d,rain_7d,temp_range,rain_lag_1,month,date,target_3d,target_5d,target_7d,target_score_5d
-0.8382797052177745,84.00571428571428,83.55666666666666,85.62,82.34,85.51,1,10.45,10.266666666666666,-0.5452404385406507,83.48,33.399999999999984,27.57,27.63,0.38,0.17,0.3800000000000089,2.9599999999999502,0.5399999999999991,0.11,8,2023-08-04,1.0,1.0,0.0,0.9022789800024638
-0.828770087174504,84.23714285714287,84.53666666666665,85.28,82.71,83.66,1,8.52,9.786666666666664,-0.5595892624101763,82.34,25.629999999999985,27.46,27.68,0.1,0.25,0.5300000000000089,2.4599999999999502,0.4399999999999977,0.17,8,2023-08-05,1.0,1.0,1.0,0.902303617624112
-0.8190148866680802,84.07857142857142,85.10999999999999,84.43,85.62,85.54,1,8.84,9.269999999999998,-0.5737722679043243,82.71,18.749999999999982,27.57,27.55,0.11,0.49,0.9100000000000088,2.2499999999999503,0.4400000000000013,0.25,8,2023-08-06,1.0,0.0,0.0,0.502106516650926
-0.8090169943749472,83.83571428571429,84.2333333333333,82.99,85.28,84.69,1,8.38,8.58,-0.5877852522924734,85.62,16.019999999999985,27.62,27.67,0.17,0.29,1.030000000000009,1.7899999999999503,0.3499999999999978,0.49,8,2023-08-07,1.0,1.0,0.0,0.90190941567774
-0.7987793728863648,83.74142857142856,83.41333333333331,82.82,84.43,83.48,1,8.2,8.473333333333333,-0.6016240632249227,85.28,10.259999999999986,27.76,27.72,0.25,0.23,1.010000000000009,1.6399999999999502,0.3000000000000007,0.29,8,2023-08-08,0.0,0.0,1.0,0.5013304315690058
-0.7883050558305253,83.67714285714285,82.56666666666665,81.89,82.99,82.34,1,7.69,8.09,-0.6152845999633277,84.43,6.229999999999986,27.93,27.76,0.49,0.31,0.830000000000009,1.84999999999995,0.3599999999999994,0.23,8,2023-08-09,1.0,0.0,1.0,0.5010347801092268
-0.7775971469736268,83.48571428571428,82.02666666666664,81.37,82.82,82.71,1,6.62,7.503333333333333,-0.6287628145958345,82.99,5.469999999999986,28.18,27.75,0.29,0.13,0.6700000000000089,1.8699999999999504,0.7100000000000009,0.31,8,2023-08-10,0.0,1.0,1.0,0.9009362296226338
-0.7666588193001592,82.3442857142857,80.29666666666664,77.63,81.89,85.62,0,6.08,6.796666666666666,-0.6420547132365636,82.82,4.669999999999986,28.09,27.57,0.23,0.01,0.4500000000000089,1.7099999999999502,0.7399999999999984,0.13,8,2023-08-11,0.0,1.0,1.0,0.9007514474602718
-0.7554933140726804,81.65714285714286,79.82333333333331,80.47,81.37,85.28,1,6.34,6.346666666666665,-0.655156357209085,81.89,4.009999999999986,27.68,27.46,0.31,0.09,0.2300000000000088,1.5499999999999503,0.4100000000000001,0.01,8,2023-08-12,1.0,1.0,1.0,0.9008376791360406
-0.7441039398713608,80.89999999999999,79.07666666666664,79.13,77.63,84.43,0,7.23,6.55,-0.6680638642135333,81.37,3.329999999999986,27.68,27.57,0.13,0.02,0.1200000000000088,1.0799999999999503,0.3300000000000018,0.09,8,2023-08-13,1.0,1.0,1.0,0.9011210117849956
-0.7324940716135792,80.38428571428571,79.65999999999998,79.38,80.47,82.99,0,7.25,6.939999999999999,-0.6807734094770159,77.63,2.6299999999999857,27.79,27.62,0.01,0.05,0.1600000000000088,0.8399999999999503,0.4499999999999993,0.02,8,2023-08-14,1.0,1.0,1.0,0.9013057939473574
-0.7206671495538615,80.13142857142857,79.85333333333331,81.05,79.13,82.82,1,6.81,7.096666666666665,-0.6932812268869771,80.47,2.399999999999986,27.81,27.76,0.09,0.15,0.2200000000000088,0.7599999999999503,0.2200000000000024,0.05,8,2023-08-15,1.0,1.0,1.0,0.9015152137313678
-0.70862667826446,80.05571428571429,80.59666666666665,81.36,79.38,81.89,1,6.24,6.766666666666666,-0.7055836101071774,79.13,2.4599999999999858,27.79,27.93,0.02,0.16,0.3600000000000088,0.6099999999999502,0.25,0.15,8,2023-08-16,1.0,1.0,1.0,0.9016630394612573
-0.6963762255968726,80.01428571428572,81.16333333333331,81.08,81.05,81.37,1,6.58,6.543333333333332,-0.7176769136759615,79.38,2.5499999999999856,27.92,28.18,0.05,0.2,0.5100000000000089,0.6799999999999503,0.5899999999999999,0.16,8,2023-08-17,1.0,1.0,1.0,0.901564488974664
-0.6839194216246105,80.45142857142856,81.04333333333331,80.69,81.36,77.63,1,7.11,6.6433333333333335,-0.7295575540864876,81.05,2.619999999999985,28.05,28.09,0.15,0.24,0.6000000000000089,0.9099999999999504,0.4600000000000008,0.2,8,2023-08-18,1.0,1.0,1.0,0.9016753582720812
-0.6712599575675315,80.51142857142857,80.88666666666664,80.89,81.08,80.47,1,7.89,7.193333333333332,-0.7412220108485957,81.36,2.6099999999999857,28.02,27.68,0.16,0.24,0.6800000000000088,1.0599999999999503,0.4600000000000008,0.24,8,2023-08-19,1.0,1.0,0.0,0.9030057898410871
-0.6584015846980489,80.93857142857142,81.2333333333333,82.12,80.69,79.13,1,7.41,7.469999999999999,-0.7526668275320083,81.08,2.309999999999986,27.93,27.68,0.2,0.19,0.6700000000000089,1.2299999999999502,0.2199999999999988,0.24,8,2023-08-20,1.0,1.0,0.0,0.903449267030756
